current_rest_link,rest_title,rest_rating,deal_name,deal_desc,full_menu_items_list,full_prices_list,full_discounts_list,full_pic_list
ukds/xiang-ju-niu-rou-mian,巷居牛肉麵,4.5/5,滿$100打95折,指定店家全館消費滿$100打95折,水餃高麗菜,$ 62$ 65,$ 65,1
ukds/xiang-ju-niu-rou-mian,巷居牛肉麵,4.5/5,滿$100打95折,指定店家全館消費滿$100打95折,水餃韮菜,$ 62$ 65,$ 65,1
y6kv/ma-la-xiang-mian-shi-guan,麻辣湘麵食館,4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,綜合涼麵,from $ 90$ 95,$ 95,1
y6kv/ma-la-xiang-mian-shi-guan,麻辣湘麵食館,4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,雞絲涼麵,from $ 62$ 65,$ 65,0
y6kv/ma-la-xiang-mian-shi-guan,麻辣湘麵食館,4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,Spicy Beef Tossed Dried Noodle,from $ 114$ 120,$ 120,0
y6kv/ma-la-xiang-mian-shi-guan,麻辣湘麵食館,4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,Spicy Beef Noodle,from $ 114$ 120,$ 120,0
y6kv/ma-la-xiang-mian-shi-guan,麻辣湘麵食館,4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,Stewed Beef Noodle,from $ 114$ 120,$ 120,0
y6kv/ma-la-xiang-mian-shi-guan,麻辣湘麵食館,4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,Mixed Braised Food,from $ 105$ 110,$ 110,0
z9ku/qi-ling-nian-dai-gao-xiong-re-he-dian,柒零年代 (高雄熱河店),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),皮蛋牛肉粥,from $ 130,NA,0
z9ku/qi-ling-nian-dai-gao-xiong-re-he-dian,柒零年代 (高雄熱河店),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),蛤蜊絲瓜粥,from $ 125,NA,0
z9ku/qi-ling-nian-dai-gao-xiong-re-he-dian,柒零年代 (高雄熱河店),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),滑蛋牛肉粥,from $ 125,NA,0
z9ku/qi-ling-nian-dai-gao-xiong-re-he-dian,柒零年代 (高雄熱河店),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),招牌皮蛋粥,from $ 115,NA,0
z9ku/qi-ling-nian-dai-gao-xiong-re-he-dian,柒零年代 (高雄熱河店),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),廣東粥,from $ 120,NA,0
z9ku/qi-ling-nian-dai-gao-xiong-re-he-dian,柒零年代 (高雄熱河店),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),鹹蛋瘦肉粥,from $ 115,NA,0
f4sm/shi-jin-tang-jing-dian-niu-rou-mian-gao-xiong-da-le-dian,食金湯經典牛肉麵 (高雄大樂店),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),紅燒排骨麵+當季小菜,from $ 150,NA,1
f4sm/shi-jin-tang-jing-dian-niu-rou-mian-gao-xiong-da-le-dian,食金湯經典牛肉麵 (高雄大樂店),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),牛肉湯麵（無肉）+當季小菜,from $ 100,NA,1
f4sm/shi-jin-tang-jing-dian-niu-rou-mian-gao-xiong-da-le-dian,食金湯經典牛肉麵 (高雄大樂店),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),眷村炸醬麵 + 當季小菜,from $ 95,NA,1
f4sm/shi-jin-tang-jing-dian-niu-rou-mian-gao-xiong-da-le-dian,食金湯經典牛肉麵 (高雄大樂店),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),懷舊餛飩麵（湯/乾）+ 當季小菜,$ 95,NA,1
f4sm/shi-jin-tang-jing-dian-niu-rou-mian-gao-xiong-da-le-dian,食金湯經典牛肉麵 (高雄大樂店),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),Slow Cooked Beef Noodle,from $ 150,NA,0
f4sm/shi-jin-tang-jing-dian-niu-rou-mian-gao-xiong-da-le-dian,食金湯經典牛肉麵 (高雄大樂店),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),牛肉乾拌麵 + 當季小菜,from $ 150,NA,1
pb6e/la-jiang-gao-xiong-jian-gong-dian,辣匠 (高雄建工店),4.7/5,滿$100折$10,指定店家全館消費滿$100折$10,麻辣火鍋套餐,$ 185,NA,1
pb6e/la-jiang-gao-xiong-jian-gong-dian,辣匠 (高雄建工店),4.7/5,滿$100折$10,指定店家全館消費滿$100折$10,養生龍骨鍋套餐,$ 175,NA,1
pb6e/la-jiang-gao-xiong-jian-gong-dian,辣匠 (高雄建工店),4.7/5,滿$100折$10,指定店家全館消費滿$100折$10,泡菜火鍋套餐,$ 175,NA,1
pb6e/la-jiang-gao-xiong-jian-gong-dian,辣匠 (高雄建工店),4.7/5,滿$100折$10,指定店家全館消費滿$100折$10,汕頭火鍋套餐,$ 175,NA,1
pb6e/la-jiang-gao-xiong-jian-gong-dian,辣匠 (高雄建工店),4.7/5,滿$100折$10,指定店家全館消費滿$100折$10,梅花豬肉,$ 85,NA,0
pb6e/la-jiang-gao-xiong-jian-gong-dian,辣匠 (高雄建工店),4.7/5,滿$100折$10,指定店家全館消費滿$100折$10,特製花枝漿,$ 95,NA,1
w1ux/guo-ai-zi-1,鍋呆子,4.4/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),薑汁燒肉飯,from $ 110,NA,1
w1ux/guo-ai-zi-1,鍋呆子,4.4/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),鍋燒冬粉,from $ 85,NA,0
w1ux/guo-ai-zi-1,鍋呆子,4.4/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),鍋燒泡麵,from $ 90,NA,0
w1ux/guo-ai-zi-1,鍋呆子,4.4/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),鍋燒意麵,from $ 85,NA,1
w1ux/guo-ai-zi-1,鍋呆子,4.4/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),鍋燒烏龍,from $ 100,NA,0
w1ux/guo-ai-zi-1,鍋呆子,4.4/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),鍋燒鮮蛤意麵,from $ 105,NA,1
cp2p/xi-ting-shi-tang,喜亭食堂,4.7/5,滿$250折$40,指定店家全館消費滿$250折$40,蛋炒飯,$ 83,NA,1
cp2p/xi-ting-shi-tang,喜亭食堂,4.7/5,滿$250折$40,指定店家全館消費滿$250折$40,火腿蛋炒飯,$ 90,NA,0
cp2p/xi-ting-shi-tang,喜亭食堂,4.7/5,滿$250折$40,指定店家全館消費滿$250折$40,肉絲蛋炒飯,$ 90,NA,0
cp2p/xi-ting-shi-tang,喜亭食堂,4.7/5,滿$250折$40,指定店家全館消費滿$250折$40,鮭魚蛋炒飯,$ 111,NA,1
cp2p/xi-ting-shi-tang,喜亭食堂,4.7/5,滿$250折$40,指定店家全館消費滿$250折$40,打拋豬蓋飯,$ 118,NA,1
cp2p/xi-ting-shi-tang,喜亭食堂,4.7/5,滿$250折$40,指定店家全館消費滿$250折$40,月亮蝦餅,$ 137,NA,1
h15s/rui-qiu-jiao-zi,瑞秋餃子,4.5/5,滿$100折$10,指定店家全館消費滿$100折$10,高麗菜水餃【10顆】,$ 50,NA,1
h15s/rui-qiu-jiao-zi,瑞秋餃子,4.5/5,滿$100折$10,指定店家全館消費滿$100折$10,高麗菜水餃【15顆】,$ 75,NA,0
h15s/rui-qiu-jiao-zi,瑞秋餃子,4.5/5,滿$100折$10,指定店家全館消費滿$100折$10,高麗菜水餃【20顆】,$ 100,NA,0
h15s/rui-qiu-jiao-zi,瑞秋餃子,4.5/5,滿$100折$10,指定店家全館消費滿$100折$10,韮菜水餃【10顆】,$ 50,NA,0
h15s/rui-qiu-jiao-zi,瑞秋餃子,4.5/5,滿$100折$10,指定店家全館消費滿$100折$10,韮菜水餃【15顆】,$ 75,NA,0
h15s/rui-qiu-jiao-zi,瑞秋餃子,4.5/5,滿$100折$10,指定店家全館消費滿$100折$10,燙青菜,$ 40,NA,0
j2hg/xuan-yan-guo-shao-xiao-huo-guo-fan-pin,玄岩鍋燒.小火鍋.飯品,4.4/5,滿$100打95折,指定店家全館消費滿$100打95折,沙茶豚肉鍋燒,$ 95$ 100,$ 100,0
j2hg/xuan-yan-guo-shao-xiao-huo-guo-fan-pin,玄岩鍋燒.小火鍋.飯品,4.4/5,滿$100打95折,指定店家全館消費滿$100打95折,韓式泡菜鍋燒,$ 109$ 115,$ 115,1
j2hg/xuan-yan-guo-shao-xiao-huo-guo-fan-pin,玄岩鍋燒.小火鍋.飯品,4.4/5,滿$100打95折,指定店家全館消費滿$100打95折,,,,1
j2hg/xuan-yan-guo-shao-xiao-huo-guo-fan-pin,玄岩鍋燒.小火鍋.飯品,4.4/5,滿$100打95折,指定店家全館消費滿$100打95折,,,,1
j2hg/xuan-yan-guo-shao-xiao-huo-guo-fan-pin,玄岩鍋燒.小火鍋.飯品,4.4/5,滿$100打95折,指定店家全館消費滿$100打95折,,,,1
j2hg/xuan-yan-guo-shao-xiao-huo-guo-fan-pin,玄岩鍋燒.小火鍋.飯品,4.4/5,滿$100打95折,指定店家全館消費滿$100打95折,,,,0
pg8h/lao-kun-ji-shi-tang,老坤記食堂,4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),瓜子肉燥飯【大】,$ 50,NA,1
pg8h/lao-kun-ji-shi-tang,老坤記食堂,4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),瓜子肉套餐【小】,$ 99,NA,1
pg8h/lao-kun-ji-shi-tang,老坤記食堂,4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),爆蛋咖哩雞飯【大】,$ 90,NA,1
pg8h/lao-kun-ji-shi-tang,老坤記食堂,4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),咖哩雞套餐,$ 130,NA,1
pg8h/lao-kun-ji-shi-tang,老坤記食堂,4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),鹹豬肉,$ 50,NA,1
pg8h/lao-kun-ji-shi-tang,老坤記食堂,4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),滷味三重奏,$ 80,NA,1
z9lv/yun-jiang-liang-mian,運醬涼麵,4.5/5,指定餐點5折,指定餐點專區5折優惠(數量有限，售完為止，口味不得挑選。),Vegetable Lunch Box,from $ 90,NA,1
z9lv/yun-jiang-liang-mian,運醬涼麵,4.5/5,指定餐點5折,指定餐點專區5折優惠(數量有限，售完為止，口味不得挑選。),雙醬涼麵,from $ 75,NA,1
z9lv/yun-jiang-liang-mian,運醬涼麵,4.5/5,指定餐點5折,指定餐點專區5折優惠(數量有限，售完為止，口味不得挑選。),酸辣嫩雞,from $ 75,NA,1
z9lv/yun-jiang-liang-mian,運醬涼麵,4.5/5,指定餐點5折,指定餐點專區5折優惠(數量有限，售完為止，口味不得挑選。),黑醬涼麵,from $ 65,NA,1
z9lv/yun-jiang-liang-mian,運醬涼麵,4.5/5,指定餐點5折,指定餐點專區5折優惠(數量有限，售完為止，口味不得挑選。),麻醬涼麵,from $ 50,NA,1
z9lv/yun-jiang-liang-mian,運醬涼麵,4.5/5,指定餐點5折,指定餐點專區5折優惠(數量有限，售完為止，口味不得挑選。),嫩雞肉排,$ 65,NA,1
yutw/zhen-you-jing-dong-gang-wei-yu-fan-tang,甄宥勁東港鮪魚飯湯,4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),水餃,$ 50,NA,1
yutw/zhen-you-jing-dong-gang-wei-yu-fan-tang,甄宥勁東港鮪魚飯湯,4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),鮪魚飯,$ 45,NA,1
yutw/zhen-you-jing-dong-gang-wei-yu-fan-tang,甄宥勁東港鮪魚飯湯,4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),鮪魚飯湯,$ 75,NA,1
yutw/zhen-you-jing-dong-gang-wei-yu-fan-tang,甄宥勁東港鮪魚飯湯,4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),燙青菜,$ 40,NA,1
yutw/zhen-you-jing-dong-gang-wei-yu-fan-tang,甄宥勁東港鮪魚飯湯,4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),套餐A,$ 135,NA,0
yutw/zhen-you-jing-dong-gang-wei-yu-fan-tang,甄宥勁東港鮪魚飯湯,4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),套餐B,$ 90,NA,0
wcgo/zuo-ying-zu-yang-rou-you-yu-li-chuan-xiao-chi,左營（組）羊肉焿魷魚焿 (秝川小吃),4.8/5,滿$100折$10,指定店家全館消費滿$100折$10,羊肉羹麵,from $ 100,NA,1
wcgo/zuo-ying-zu-yang-rou-you-yu-li-chuan-xiao-chi,左營（組）羊肉焿魷魚焿 (秝川小吃),4.8/5,滿$100折$10,指定店家全館消費滿$100折$10,羊肉羹飯,from $ 100,NA,0
wcgo/zuo-ying-zu-yang-rou-you-yu-li-chuan-xiao-chi,左營（組）羊肉焿魷魚焿 (秝川小吃),4.8/5,滿$100折$10,指定店家全館消費滿$100折$10,魷魚羹麵,from $ 100,NA,1
wcgo/zuo-ying-zu-yang-rou-you-yu-li-chuan-xiao-chi,左營（組）羊肉焿魷魚焿 (秝川小吃),4.8/5,滿$100折$10,指定店家全館消費滿$100折$10,綜合羹,$ 120,NA,1
wcgo/zuo-ying-zu-yang-rou-you-yu-li-chuan-xiao-chi,左營（組）羊肉焿魷魚焿 (秝川小吃),4.8/5,滿$100折$10,指定店家全館消費滿$100折$10,綜合羹麵,from $ 120,NA,1
wcgo/zuo-ying-zu-yang-rou-you-yu-li-chuan-xiao-chi,左營（組）羊肉焿魷魚焿 (秝川小吃),4.8/5,滿$100折$10,指定店家全館消費滿$100折$10,羊肉燴飯,from $ 120,NA,1
kzr2/xiao-yu-er-mian-dian,小魚兒麵店,4.6/5,NA,NA,肉絲蛋炒飯,$ 70,NA,1
kzr2/xiao-yu-er-mian-dian,小魚兒麵店,4.6/5,NA,NA,蝦仁蛋炒飯,$ 70,NA,0
kzr2/xiao-yu-er-mian-dian,小魚兒麵店,4.6/5,NA,NA,綜合蛋炒飯,$ 80,NA,0
kzr2/xiao-yu-er-mian-dian,小魚兒麵店,4.6/5,NA,NA,櫻花蝦炒飯,$ 90,NA,1
kzr2/xiao-yu-er-mian-dian,小魚兒麵店,4.6/5,NA,NA,什錦炒油麵,$ 70,NA,1
kzr2/xiao-yu-er-mian-dian,小魚兒麵店,4.6/5,NA,NA,什錦炒鐵板麵,$ 70,NA,1
r7jc/dao-cao-ren-fu-he-shi-rou-zao-fan-gao-xiong-zi-qiang-dian,稻草人複合式肉燥飯 (高雄自強店),4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),肉燥飯,from $ 40,NA,1
r7jc/dao-cao-ren-fu-he-shi-rou-zao-fan-gao-xiong-zi-qiang-dian,稻草人複合式肉燥飯 (高雄自強店),4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),肉燥飯便當,$ 75,NA,1
r7jc/dao-cao-ren-fu-he-shi-rou-zao-fan-gao-xiong-zi-qiang-dian,稻草人複合式肉燥飯 (高雄自強店),4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),雞絲飯便當,$ 80,NA,1
r7jc/dao-cao-ren-fu-he-shi-rou-zao-fan-gao-xiong-zi-qiang-dian,稻草人複合式肉燥飯 (高雄自強店),4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),爌肉飯便當,$ 85,NA,1
r7jc/dao-cao-ren-fu-he-shi-rou-zao-fan-gao-xiong-zi-qiang-dian,稻草人複合式肉燥飯 (高雄自強店),4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),剝皮辣椒雞湯,$ 55,NA,0
r7jc/dao-cao-ren-fu-he-shi-rou-zao-fan-gao-xiong-zi-qiang-dian,稻草人複合式肉燥飯 (高雄自強店),4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),竹筍排骨湯,$ 50,NA,0
cqwl/ya-ba-xiang-zi-nei,鴨爸巷仔內,4.6/5,滿$100折$10,指定店家全館消費滿$100折$10,Smokey Duck with Rice,$ 80,NA,1
cqwl/ya-ba-xiang-zi-nei,鴨爸巷仔內,4.6/5,滿$100折$10,指定店家全館消費滿$100折$10,Braised Pork Rice with Stewed Egg,$ 50,NA,1
cqwl/ya-ba-xiang-zi-nei,鴨爸巷仔內,4.6/5,滿$100折$10,指定店家全館消費滿$100折$10,Smokey Duck Glass Noodles,$ 80,NA,0
cqwl/ya-ba-xiang-zi-nei,鴨爸巷仔內,4.6/5,滿$100折$10,指定店家全館消費滿$100折$10,Smokey Duck with Noodles,$ 80,NA,1
cqwl/ya-ba-xiang-zi-nei,鴨爸巷仔內,4.6/5,滿$100折$10,指定店家全館消費滿$100折$10,Pig Ear,$ 50,NA,1
cqwl/ya-ba-xiang-zi-nei,鴨爸巷仔內,4.6/5,滿$100折$10,指定店家全館消費滿$100折$10,Boiled Vegetables,$ 50,NA,0
f0ij/mao-xian-sheng-ka-pei,貓先生咖啡,4.5/5,NA,NA,Daily Vegetable Meal Box,$ 100,NA,0
f0ij/mao-xian-sheng-ka-pei,貓先生咖啡,4.5/5,NA,NA,Taiwanese Fried Rice&Chicken Leg WIth Pesto Sauce,from $ 260,NA,1
f0ij/mao-xian-sheng-ka-pei,貓先生咖啡,4.5/5,NA,NA,Vegetarian Raizen Rice Topping,from $ 150,NA,1
f0ij/mao-xian-sheng-ka-pei,貓先生咖啡,4.5/5,NA,NA,Vegetarian Pork Chop Curry Rice Set,from $ 160,NA,1
f0ij/mao-xian-sheng-ka-pei,貓先生咖啡,4.5/5,NA,NA,Vegetarian Spaghetti With Mushroom,from $ 180,NA,0
f0ij/mao-xian-sheng-ka-pei,貓先生咖啡,4.5/5,NA,NA,Fried Rice With Mushrooms And Sesame Oil,$ 250,NA,0
h1vu/bo-boxiao-zhan,BO BO小棧,4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),豬肉蛋吐司,from $ 40,NA,1
h1vu/bo-boxiao-zhan,BO BO小棧,4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),雙起司蛋餅,from $ 40,NA,1
h1vu/bo-boxiao-zhan,BO BO小棧,4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),黑胡椒鐵板麵,$ 55,NA,1
h1vu/bo-boxiao-zhan,BO BO小棧,4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),沙茶豬鐵板麵,$ 70,NA,1
h1vu/bo-boxiao-zhan,BO BO小棧,4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),宮保雞丁鐵板麵,$ 70,NA,1
h1vu/bo-boxiao-zhan,BO BO小棧,4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),薯餅起司塔,$ 45,NA,1
